"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FT","2014-05-13","88.9","1.26","5.91","Keuchel, Dallas",462101,572971,"null","called_strike",,,,,"5","Elvis Andrus grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","S","null","null","1","0",2014,"1.87","0.96","-0.06","2.41","null","null","null","1","1","Top","null","null",,,"449786",,"140513_191157",-8.08,-129.2,-4.33,24.07,29.07,-23.21,"3.62","1.51","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","2","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CU","2014-05-13","68.9","-1.05","6.02","Germano, Justin",518625,430683,"null","foul",,,,,"8","Matt Dominguez grounds into a force out, shortstop Elvis Andrus to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Matt Dominguez to 1st.","R","R","R","HOU","TEX","S","null","null","2","2",2014,"2.02","-1.11","0.27","1.83","543807","null","451594","2","2","Bot","null","null",,,"455139",,"140513_195818",-1.31,-100.29,2.42,14.98,23.16,-40.95,"3.5","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","20","5","Curveball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","88.3","1.31","6.46","Harrison, Matt",543807,457448,"null","called_strike",,,,,"4","George Springer walks.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.71","1.67","-0.65","3.02","null","null","null","1","1","Bot","null","null",,,"455139",,"140513_192018",-9.24,-128.14,-5.6,21.65,30.46,-15.28,"3.69","1.66","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","6","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","93.4","-1.4","5.82","Tolleson, Shawn",518625,474521,"null","foul",,,,,"4","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","S","null","null","2","2",2014,"0.27","1.85","-0.60","2.80","null","null","null","0","6","Bot","null","null",,,"455139",,"140513_211403",1.15,-135.94,-5.99,5.35,34.39,-10.87,"3.5","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","52","5","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","96.7","-0.95","6.21","Ogando, Alexi",451594,468396,"null","ball",,,,,"13","Dexter Fowler lines out to second baseman Rougned Odor.","R","L","R","HOU","TEX","B","null","null","0","0",2014,"-0.43","1.72","-0.38","1.13","null","null","null","1","8","Bot","null","null",,,"455139",,"140513_214548",2.35,-140.31,-12.01,-4.24,33.9,-11.17,"3.45","1.65","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","67","1","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.2","1.55","5.91","Keuchel, Dallas",462101,572971,"null","ball",,,,,"12","Elvis Andrus grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.82","1.08","1.11","2.64","null","null","null","1","1","Top","null","null",,,"449786",,"140513_191144",-5.84,-131.17,-4.29,24.33,29.13,-21.49,"3.51","1.58","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","2","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","85.6","-0.78","5.99","Germano, Justin",518625,430683,"null","foul",,,,,"1","Matt Dominguez grounds into a force out, shortstop Elvis Andrus to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Matt Dominguez to 1st.","R","R","R","HOU","TEX","S","null","null","2","1",2014,"-0.56","1.09","-0.82","3.34","543807","null","451594","2","2","Bot","null","null",,,"455139",,"140513_195747",0.87,-124.7,-1.82,-4.71,31.43,-22.56,"3.5","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","20","4","4-Seam Fastball","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","88.0","1.39","6.15","Harrison, Matt",514888,457448,"field_out","hit_into_play",,,,,"9","Jose Altuve lines out to center fielder Michael Choice.","R","R","L","HOU","TEX","X","8","line_drive","2","1",2014,"2.08","1.16","0.33","1.60","null","null","null","0","1","Bot",134.54,80.32,,,"455139",,"140513_191944",-7.84,-127.79,-7.22,25.94,29.01,-21.18,"2.97","1.34","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","5","4","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FC","2014-05-13","96.6","-0.82","6.42","Ogando, Alexi",543807,468396,"field_out","hit_into_play",,,,,"4","George Springer flies out to center fielder Michael Choice.","R","R","R","HOU","TEX","X","8","fly_ball","1","2",2014,"-0.08","1.63","-0.28","2.62","null","null","null","0","8","Bot",123.49,65.26,,,"455139",,"140513_214505",1.38,-140.44,-8.33,0.67,31.78,-12.21,"3.65","1.59","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","66","4","Cutter","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.2","1.33","5.92","Keuchel, Dallas",425783,572971,"strikeout","called_strike",,,,,"9","Shin-Soo Choo called out on strikes.","R","L","L","HOU","TEX","S","2","null","1","2",2014,"1.84","1.18","0.42","1.73","null","null","null","0","1","Top","null","null",,,"449786",,"140513_191106",-7.1,-131.04,-6.91,24.48,28.76,-20.23,"2.96","1.27","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","1","4","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","94.4","-1.32","5.67","Tolleson, Shawn",518625,474521,"null","ball",,,,,"14","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","B","null","null","1","2",2014,"0","1.95","0.45","1.24","null","null","null","0","6","Bot","null","null",,,"455139",,"140513_211343",4.42,-137.01,-10.09,1.72,37.61,-9.46,"3.61","1.76","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","52","4","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","79.2","1.27","5.89","Keuchel, Dallas",425783,572971,"null","ball",,,,,"13","Shin-Soo Choo called out on strikes.","R","L","L","HOU","TEX","B","null","null","0","2",2014,"-0.16","-0.01","-1.88","0.47","null","null","null","0","1","Top","null","null",,,"449786",,"140513_191049",-7.04,-115.01,-4.67,-0.29,24.36,-34.03,"3","1.27","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","1","3","Slider","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","79.4","-0.84","5.6","Germano, Justin",518625,430683,"null","ball",,,,,"13","Matt Dominguez grounds into a force out, shortstop Elvis Andrus to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Matt Dominguez to 1st.","R","R","R","HOU","TEX","B","null","null","1","1",2014,"-1.28","0.84","-0.33","0.93","543807","null","451594","2","2","Bot","null","null",,,"455139",,"140513_195723",3.55,-115.46,-4.67,-10.8,28.3,-26.23,"3.61","1.66","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","20","3","Changeup","3","0","3","0","0","3","3","0","null","null"
"FF","2014-05-13","96.2","-0.87","6.07","Ogando, Alexi",543807,468396,"null","called_strike",,,,,"14","George Springer flies out to center fielder Michael Choice.","R","R","R","HOU","TEX","S","null","null","1","1",2014,"-0.56","1.54","0.81","1.47","null","null","null","0","8","Bot","null","null",,,"455139",,"140513_214445",5.71,-139.54,-10.13,-6,33.86,-13.85,"3.73","1.66","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","66","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","88.4","1.44","6.26","Harrison, Matt",514888,457448,"null","foul",,,,,"4","Jose Altuve lines out to center fielder Michael Choice.","R","R","L","HOU","TEX","S","null","null","2","0",2014,"1.7","1.25","-0.32","2.39","null","null","null","0","1","Bot","null","null",,,"455139",,"140513_191920",-8.71,-128.4,-5.77,21.58,30.67,-20.07,"2.97","1.34","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","5","3","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","93.8","-1.11","5.71","Tolleson, Shawn",518625,474521,"null","ball",,,,,"14","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","B","null","null","0","2",2014,"0.15","1.85","1.29","2.01","null","null","null","0","6","Bot","null","null",,,"455139",,"140513_211322",5.71,-136.16,-7.84,3.72,34.52,-10.9,"3.69","1.8","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","52","3","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","88.3","1.6","6.36","Harrison, Matt",514888,457448,"null","ball",,,,,"12","Jose Altuve lines out to center fielder Michael Choice.","R","R","L","HOU","TEX","B","null","null","1","0",2014,"1.54","1.61","1.30","2.77","null","null","null","0","1","Bot","null","null",,,"455139",,"140513_191907",-4.69,-128.39,-5.91,19.77,29.99,-15.85,"3.05","1.34","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","5","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"CH","2014-05-13","83.9","-0.77","5.86","Germano, Justin",518625,430683,"null","called_strike",,,,,"5","Matt Dominguez grounds into a force out, shortstop Elvis Andrus to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Matt Dominguez to 1st.","R","R","R","HOU","TEX","S","null","null","1","0",2014,"-0.76","0.97","0.17","2.86","543807","null","451594","2","2","Bot","null","null",,,"455139",,"140513_195700",3.63,-122.1,-2.12,-6.69,29.13,-24.15,"3.64","1.8","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","20","2","Changeup","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","89.8","1.27","6.05","Keuchel, Dallas",425783,572971,"null","foul",,,,,"2","Shin-Soo Choo called out on strikes.","R","L","L","HOU","TEX","S","null","null","0","1",2014,"1.76","0.98","-0.06","2.90","null","null","null","0","1","Top","null","null",,,"449786",,"140513_191032",-7.95,-130.58,-3.67,23.23,29.95,-22.75,"3.16","1.47","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","1","2","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","96.6","-0.55","6.16","Ogando, Alexi",543807,468396,"null","ball",,,,,"14","George Springer flies out to center fielder Michael Choice.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-0.41","1.7","0.52","0.77","null","null","null","0","8","Bot","null","null",,,"455139",,"140513_214426",3.67,-139.97,-12.8,-3.98,32.65,-11.37,"3.69","1.66","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","66","2","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","92.5","-1.25","5.81","Tolleson, Shawn",518625,474521,"null","swinging_strike",,,,,"6","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","S","null","null","0","1",2014,"0.35","1.9","0.51","2.43","null","null","null","0","6","Bot","null","null",,,"455139",,"140513_211301",3.46,-134.52,-6.87,6.25,34.71,-10.78,"3.5","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","52","2","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","88.7","1.33","5.85","Keuchel, Dallas",425783,572971,"null","called_strike",,,,,"8","Shin-Soo Choo called out on strikes.","R","L","L","HOU","TEX","S","null","null","0","0",2014,"0.99","1.61","-0.26","1.75","null","null","null","0","1","Top","null","null",,,"449786",,"140513_191019",-6.68,-128.77,-7.28,13.31,29.54,-15.75,"3.31","1.47","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","1","1","4-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
"FF","2014-05-13","92.5","-1.19","5.85","Tolleson, Shawn",518625,474521,"null","swinging_strike",,,,,"14","Matt Dominguez called out on strikes.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"0.3","1.74","0.83","2.45","null","null","null","0","6","Bot","null","null",,,"455139",,"140513_211243",4.26,-134.54,-6.54,5.58,34.13,-12.78,"3.5","1.62","null","null","null","null","null","null",381128,474521,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","52","1","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","95.9","-0.84","6.04","Ogando, Alexi",543807,468396,"null","called_strike",,,,,"9","George Springer flies out to center fielder Michael Choice.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"-0.3","1.61","0.57","1.70","null","null","null","0","8","Bot","null","null",,,"455139",,"140513_214411",4.28,-139.28,-9.51,-2.38,34.9,-12.96,"3.8","1.69","null","null","null","null","null","null",381128,468396,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","66","1","4-Seam Fastball","8","0","8","0","0","8","8","0","null","null"
"SI","2014-05-13","84.5","-0.68","5.98","Germano, Justin",518625,430683,"null","ball",,,,,"3","Matt Dominguez grounds into a force out, shortstop Elvis Andrus to second baseman Rougned Odor.   Dexter Fowler out at 2nd.    Matt Dominguez to 1st.","R","R","R","HOU","TEX","B","null","null","0","0",2014,"-1.06","1.14","0.74","3.08","543807","null","451594","2","2","Bot","null","null",,,"455139",,"140513_195622",5.48,-122.93,-2.33,-9.97,30.02,-22.31,"3.5","1.65","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","20","1","Sinker","3","0","3","0","0","3","3","0","null","null"
"FT","2014-05-13","86.5","1.64","6.49","Harrison, Matt",514888,457448,"null","ball",,,,,"12","Jose Altuve lines out to center fielder Michael Choice.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.41","1.58","1.50","3.27","null","null","null","0","1","Bot","null","null",,,"455139",,"140513_191855",-3.9,-125.84,-4.58,17.63,27.68,-16.77,"2.97","1.34","null","null","null","null","null","null",381128,457448,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","5","1","2-Seam Fastball","0","0","0","0","0","0","0","0","null","null"
